name_kor,name_eng
브래디,Doug Brady
박성기,Sung-Ki Park
김정열,Jung-Yeol Kim
차정국,Jung-Guk Cha
정진식,Jin-Sik Jung
김무성,Moo-Sung Kim
호세,Felix Jose
정원욱,Won-Uk Jung
길포일,Michael Guilfoyle
조성환,Sung-Hwan Cho
박경진,Kyung-Jin Park
기론,Emiliano Giron
김사율,Sa-Yul Kim
박효순,Hyo-Soon Park
우드,Ted Wood
강민영,Min-Young Kang
화이트,Derrick White
박창원,Chang-Won Park
전영삼,Young-Sam Jeon
박기혁,Ki-Hyeok Park
이우민,Woo-Min Lee
김제빈,Je-Bin Kim
권오현,Oh-Hyun Kwon
이대일,Dae-Il Lee
레이,Raymond Davis
얀,Julian Yan
이대호,Dae-Ho Lee
김장현,Jang-Hyun Kim
박상민,Sang-Min Park
백왕중,Wang-jung Baek
이인구,In-Koo Lee
정태승,Tae-Seung Jung
최혁권,Hyuk-Kwon Choi
김유신,Yu-Shin Kim
나승현,Seung-Hyun Na
이정동,Jung-Dong Lee
양성제,Seong-Jae Yang
서정호,Jung-Ho Seo
박종윤,Jong-Yoon Park
이명우,Myung-Woo Lee
조정훈,Jung-Hoon Cho
황성웅,Hwang Sung-woong
김근호,Keun-Ho Kim
박휘성,Hwi-Sung Park
베로아,Geronimo Berroa
홍재영,Hong Jae-young
문규현,Kyu-Hyun Moon
유정민,Jung-Min Yoo
김정현,Jung-Hyun Kim
이현준,Hyun-Jun Lee
김휘곤,Hwi-Gon Kim
이웅한,Woong-Han Lee
이정민,Jung-Min Lee
해처,Chris Hatcher
김풍철,Poong-Chul Kim
신원주,Won-Ju Shin
민경수,Gyung-Soo Min
양동운,Dong-woon Yang
신원재,Won-Jae Shin
변인재,In-Jae Byun
고도현,Do-Hyun Ko
양대원,Dae-Won Yang
장국헌,Guk-Heon Jang
허일,Il Heo
사도스키,Ryan Keith Sadowski
애킨스,Jonathan Scott Adkins
부첵,Christopher Brandon Bootcheck
문양식,Yang-sik Moon
정보명,Bo-Myung Jung
보이,Boi Rodriguez
조효상,Hyo-Sang Cho
이시온,Mario González Encarnación
김영화,Young-Hwa Kim
페레즈,Roberto Perez
손용수,Yong-Soo Son
김만윤,Man-Yoon Kim
김수화,Soo-Hwa Kim
라이온,Ryan Jackson
허준혁,Jun-Hyuk Heo
황이갑,Yi-Gab Hwang
성민국,Min-Guk Sung
박진환,Jin-Hwan Park
조인신,In-Shin Cho
권민성,Min-Sung Kwon
펠로우,Kit Pellow
황준영,Jun-Young Hwang
김문호,Moon-Ho Kim
마이로우,Brian Myrow
손용석,Yong-Seok Son
존갈,John Gall
배장호,Jang-Ho Bae
황동채,Dong-Chae Hwang
김정환,Jung-Hwan Kim
리오스,Eduardo Rios
홍유택,Yu-Taek Hong
손아섭,Ah-Sub Son
김일엽,Il-Yeop Kim
이창석,Chang-Seok Lee
이재곤,Jae-Gon Lee
송승준,Seung-Jun Song
전준우,Jun-Woo Jeon
하준호,Jun-Ho Ha
코르테스,David Cárdenas Cortés
박시영,Si-Young Park
황진수,Jin-Soo Hwang
매클레리,Marty McLeary
가르시아,Gustavo Karim García Aguayo
장성우,Sung-Woo Jang
정훈,Hoon Jung
